userid,orderid,orderTime,orderType,city,country,continent
110020773124,1001362,1478682202,0,阿德莱德,澳大利亚,大洋洲
110100014369,1001365,1499348257,0,大阪,日本,亚洲
110100014369,1001366,1499348982,0,大阪,日本,亚洲
110100014369,1001367,1499296534,0,大阪,日本,亚洲
110100016324,1001375,1498516821,0,温哥华,加拿大,北美洲
110100016324,1001374,1498514512,0,温哥华,加拿大,北美洲
110100016324,1001373,1498517106,1,温哥华,加拿大,北美洲
110100016324,1001372,1498514809,1,温哥华,加拿大,北美洲
110100016324,1001371,1498515286,1,温哥华,加拿大,北美洲
110100016726,1001380,1501676294,1,东京,日本,亚洲
110100016828,1001381,1499607977,0,吉隆坡,马来西亚,亚洲
110100018468,1001392,1500579026,0,东京,日本,亚洲
110100018468,1001393,1499356651,0,东京,日本,亚洲
110100033067,1001397,1500359133,1,东京,日本,亚洲
110100033067,1001396,1500453526,1,东京,日本,亚洲
110100073827,1001404,1499054371,0,伦敦,英国,欧洲
110100116423,1001415,1498839966,1,垦丁,中国台湾,亚洲
110100118669,1001421,1500155312,0,台北,中国台湾,亚洲
110100118669,1001422,1500081813,0,台北,中国台湾,亚洲
110100135162,1001424,1500011699,0,纽约,美国,北美洲
110100135562,1001429,1500118530,0,卡尔加里,加拿大,北美洲
110100171021,1001433,1498928880,0,奥克兰,新西兰,大洋洲
110100171021,1001434,1499600766,0,奥克兰,新西兰,大洋洲
110100173725,1001439,1499203757,0,新加坡,新加坡,亚洲
110100218568,1001447,1499933494,0,东京,日本,亚洲
110100273229,1001456,1498670477,0,台北,中国台湾,亚洲
110100273229,1001457,1498558477,0,台北,中国台湾,亚洲
110100273229,1001458,1499459960,1,台北,中国台湾,亚洲
110100273229,1001459,1499465364,1,台北,中国台湾,亚洲
110100273229,1001460,1499462040,1,台北,中国台湾,亚洲
110100273229,1001461,1499464208,1,台北,中国台湾,亚洲
110100273825,1001463,1498478204,0,香港,中国香港,亚洲
110100318867,1001470,1499197158,0,悉尼,澳大利亚,大洋洲
110100333066,1001472,1500914942,0,巴黎,法国,欧洲
110100333066,1001474,1500915176,0,巴黎,法国,欧洲
110100333868,1001475,1499371404,0,布里斯班,澳大利亚,大洋洲
110100333868,1001476,1499128978,0,布里斯班,澳大利亚,大洋洲
110100335665,1001482,1499346330,0,纽约,美国,北美洲
110100418369,1001502,1499724345,0,伦敦,英国,欧洲
110100473027,1001515,1498997932,0,济州岛,韩国,亚洲
110100473524,1001521,1498742165,0,拉斯维加斯,美国,北美洲
110100473524,1001520,1498725156,0,拉斯维加斯,美国,北美洲
110100473524,1001519,1498658405,0,拉斯维加斯,美国,北美洲
110100512625,1001526,1499126575,1,旧金山,美国,北美洲
110100512728,1001528,1499215580,0,墨尔本,澳大利亚,大洋洲
110100514164,1001533,1501539032,0,普吉岛,泰国,亚洲
110100516323,1001538,1503608818,0,大阪,日本,亚洲
110100516727,1001545,1499099197,0,新加坡,新加坡,亚洲
110100516927,1001550,1499160027,0,新加坡,新加坡,亚洲
110100518264,1001558,1500078035,0,纽约,美国,北美洲
110100518265,1001561,1499522374,0,苏梅岛,泰国,亚洲
110100518265,1001559,1499523727,0,苏梅岛,泰国,亚洲
110100518665,1001562,1499544374,0,槟城,马来西亚,亚洲
110100535669,1001566,1499609240,0,布里斯班,澳大利亚,大洋洲
110100535669,1001567,1500478399,0,杜塞尔多夫,德国,欧洲
110100535669,1001568,1499616499,0,布里斯班,澳大利亚,大洋洲
110100573022,1001574,1499160648,0,圣彼得堡,俄罗斯,欧洲
110100573527,1001578,1499808239,0,蒙特利尔,加拿大,北美洲
110100614366,1001586,1499468389,0,金边,柬埔寨,亚洲
110100618264,1001593,1500491603,0,华盛顿,美国,北美洲
110100618264,1001595,1500491773,0,华盛顿,美国,北美洲
110100618264,1001596,1500491834,0,华盛顿,美国,北美洲
110100618264,1001597,1500491497,0,华盛顿,美国,北美洲
110100618567,1001599,1500301962,0,名古屋,日本,亚洲
110100618567,1001600,1500309705,0,名古屋,日本,亚洲
110100618567,1001601,1500303721,0,名古屋,日本,亚洲
110100618863,1001605,1504171090,0,悉尼,澳大利亚,大洋洲
110100618863,1001606,1499448544,0,悉尼,澳大利亚,大洋洲
110100633862,1001613,1499806243,1,东京,日本,亚洲
110100633862,1001611,1499872437,1,东京,日本,亚洲
110100633862,1001610,1499872437,0,东京,日本,亚洲
110100633862,1001609,1499872437,1,东京,日本,亚洲
110100635661,1001617,1499537994,0,东京,日本,亚洲
110100635766,1001621,1499436394,0,首尔,韩国,亚洲
110100712727,1001628,1498775141,0,旧金山,美国,北美洲
110100712727,1001629,1498782084,0,旧金山,美国,北美洲
110100712727,1001630,1498783050,0,旧金山,美国,北美洲
110100712727,1001631,1499762729,0,温哥华,加拿大,北美洲
110100712727,1001632,1499064972,0,旧金山,美国,北美洲
110100735566,1001643,1499954966,0,芝加哥,美国,北美洲
110100773229,1001646,1498741442,0,洛杉矶,美国,北美洲
110100816124,1001649,1499251602,0,阿德莱德,澳大利亚,大洋洲
110100816923,1001653,1498943079,0,新加坡,新加坡,亚洲
110100818564,1001656,1499631988,1,台中,中国台湾,亚洲
110100818564,1001658,1499811826,1,台北,中国台湾,亚洲
110100818565,1001659,1502116849,0,东京,日本,亚洲
110100818565,1001660,1499634241,0,东京,日本,亚洲
110100818565,1001662,1502575108,1,东京,日本,亚洲
110100818965,1001664,1500209267,0,新加坡,新加坡,亚洲
110100835863,1001671,1499612448,0,槟城,马来西亚,亚洲
110100835863,1001672,1499608047,0,吉隆坡,马来西亚,亚洲
110100835863,1001673,1499861293,0,槟城,马来西亚,亚洲
110100873926,1001683,1499004769,0,新加坡,新加坡,亚洲
110100935462,1001693,1499943813,0,台中,中国台湾,亚洲
110100935462,1001692,1500220339,0,台中,中国台湾,亚洲
110100935462,1001690,1500220130,0,台中,中国台湾,亚洲
110101012725,1001712,1494208923,0,洛杉矶,美国,北美洲
110101014163,1001716,1494209712,0,台北,中国台湾,亚洲
110101016424,1001721,1492388526,0,东京,日本,亚洲
110101016528,1001723,1492439069,0,台北,中国台湾,亚洲
110101016824,1001726,1492367517,0,新山,马来西亚,亚洲
110101018269,1001734,1492544169,0,悉尼,澳大利亚,大洋洲
110101018565,1001740,1495705254,0,布里斯班,澳大利亚,大洋洲
110101018565,1001741,1492366645,0,墨尔本,澳大利亚,大洋洲
110101018565,1001742,1492503367,0,悉尼,澳大利亚,大洋洲
110101018862,1001747,1493000727,0,旧金山,美国,北美洲
110101018862,1001748,1492686460,0,旧金山,美国,北美洲
110101073020,1001760,1493469982,0,曼谷,泰国,亚洲
110101073129,1001765,1492452251,0,洛杉矶,美国,北美洲
110101073528,1001769,1495231563,0,东京,日本,亚洲
110101073823,1001772,1495987913,0,曼谷,泰国,亚洲
110101112925,1001781,1493667147,0,台北,中国台湾,亚洲
110101114268,1001786,1499263270,0,岘港,越南,亚洲
110101114365,1001789,1496920965,0,新加坡,新加坡,亚洲
110101114365,1001790,1496921379,0,新加坡,新加坡,亚洲
110101114365,1001791,1496920451,0,新加坡,新加坡,亚洲
110101118767,1001798,1492904984,0,曼谷,泰国,亚洲
110101118767,1001799,1496893618,0,曼谷,泰国,亚洲
110101118767,1001800,1492886882,0,曼谷,泰国,亚洲
110101118860,1001803,1502109297,0,吉隆坡,马来西亚,亚洲
110101118860,1001804,1495625513,0,吉隆坡,马来西亚,亚洲
110101118860,1001805,1497396529,0,吉隆坡,马来西亚,亚洲
110101118860,1001806,1495708304,0,吉隆坡,马来西亚,亚洲
110101135461,1001812,1498295950,0,台中,中国台湾,亚洲
110101173321,1001825,1492770608,0,华盛顿,美国,北美洲
110101173324,1001826,1498210463,0,香港,中国香港,亚洲
110101173324,1001827,1495014136,0,新加坡,新加坡,亚洲
110101173324,1001828,1498211237,0,香港,中国香港,亚洲
110101173324,1001829,1495014417,0,新加坡,新加坡,亚洲
110101173327,1001831,1495362852,0,台北,中国台湾,亚洲
110101173728,1001835,1492870436,0,纽约,美国,北美洲
110101173728,1001837,1493271287,0,纽约,美国,北美洲
110101210025,1001840,1495039955,0,悉尼,澳大利亚,大洋洲
110101210025,1001842,1495997044,0,悉尼,澳大利亚,大洋洲
110101210169,1001846,1496395386,0,台北,中国台湾,亚洲
110101210461,1001851,1495109530,0,台北,中国台湾,亚洲
110101210461,1001852,1492636622,0,台北,中国台湾,亚洲
110101212568,1001869,1494133158,0,纽约,美国,北美洲
110101212820,1001873,1499242751,0,台北,中国台湾,亚洲
110101212820,1001875,1492451850,0,香港,中国香港,亚洲
110101212927,1001877,1497956214,0,洛杉矶,美国,北美洲
110101214466,1001884,1493064505,0,暹粒,柬埔寨,亚洲
110101214769,1001885,1496417364,0,沙巴--亚庇,马来西亚,亚洲
110101216163,1001888,1497990523,0,香港,中国香港,亚洲
110101216425,1001892,1493324314,0,台北,中国台湾,亚洲
110101216425,1001894,1493405608,0,台北,中国台湾,亚洲
110101216425,1001895,1493324005,0,台北,中国台湾,亚洲
110101216425,1001896,1493324113,0,台北,中国台湾,亚洲
110101216628,1001905,1492562481,0,巴厘岛,印度尼西亚,亚洲
110101216628,1001904,1499180120,0,曼谷,泰国,亚洲
110101216628,1001903,1504486234,0,北海道--札幌,日本,亚洲
110101216628,1001901,1492628314,0,巴厘岛,印度尼西亚,亚洲
110101217229,1001916,1494118384,0,东京,日本,亚洲
110101217621,1001918,1496687691,0,曼谷,泰国,亚洲
110101217621,1001919,1496907782,0,清迈,泰国,亚洲
110101217621,1001920,1497012420,0,曼谷,泰国,亚洲
110101235165,1001935,1497615484,0,台北,中国台湾,亚洲
110101235363,1001938,1493460279,0,新加坡,新加坡,亚洲
110101235761,1001943,1492440413,0,悉尼,澳大利亚,大洋洲
110101235761,1001942,1492438070,0,悉尼,澳大利亚,大洋洲
110101235966,1001947,1492516213,0,沙巴--亚庇,马来西亚,亚洲
110101273028,1001949,1495474253,0,吉隆坡,马来西亚,亚洲
110101273529,1001952,1493246875,0,东京,日本,亚洲
110101273529,1001953,1493136305,0,东京,日本,亚洲
110101273620,1001958,1493759304,0,吉隆坡,马来西亚,亚洲
110101273620,1001957,1494974873,1,槟城,马来西亚,亚洲
110101273620,1001956,1494867286,1,槟城,马来西亚,亚洲
110101273922,1001974,1494592036,0,首尔,韩国,亚洲
110101312724,1001981,1492297780,0,新加坡,新加坡,亚洲
110101312828,1001984,1492334691,0,新加坡,新加坡,亚洲
110101314368,1001989,1494367392,0,纽约,美国,北美洲
110101333767,1002010,1492475120,0,苏梅岛,泰国,亚洲
110101333767,1002012,1492475450,0,苏梅岛,泰国,亚洲
110101335867,1002018,1492260539,0,吉隆坡,马来西亚,亚洲
110101335867,1002019,1492259209,0,吉隆坡,马来西亚,亚洲
110101335867,1002021,1492260099,0,吉隆坡,马来西亚,亚洲
110101373220,1002027,1495030562,0,东京,日本,亚洲
110101373529,1002031,1492258481,0,悉尼,澳大利亚,大洋洲
110101373529,1002032,1492266856,0,台北,中国台湾,亚洲
110101373824,1002038,1492254401,0,东京,日本,亚洲
110101373824,1002037,1498116122,0,新加坡,新加坡,亚洲
110101373824,1002036,1495661108,0,东京,日本,亚洲
110101410726,1002043,1494094807,0,巴厘岛,印度尼西亚,亚洲
110101410923,1002046,1500336563,0,悉尼,澳大利亚,大洋洲
110101410923,1002047,1503057146,0,悉尼,澳大利亚,大洋洲
110101410923,1002048,1503735883,0,墨尔本,澳大利亚,大洋洲
110101412525,1002052,1492792824,0,新加坡,新加坡,亚洲
110101412724,1002056,1492621976,0,澳门,中国澳门,亚洲
110101414569,1002060,1493148877,0,伦敦,英国,欧洲
110101416126,1002066,1493549476,0,波士顿,美国,北美洲
110101416126,1002067,1493163751,0,华盛顿,美国,北美洲
110101416126,1002068,1493440289,0,波士顿,美国,北美洲
110101416320,1002069,1497103664,0,悉尼,澳大利亚,大洋洲
110101416823,1002078,1493632810,0,东京,日本,亚洲
110101416924,1002079,1492691360,0,曼谷,泰国,亚洲
110101416924,1002080,1492691784,0,曼谷,泰国,亚洲
110101416924,1002082,1492691106,0,曼谷,泰国,亚洲
110101435960,1002100,1494543112,0,新加坡,新加坡,亚洲
110101435960,1002101,1497112263,0,新加坡,新加坡,亚洲
110101471220,1002105,1492564501,0,普吉岛,泰国,亚洲
110101473429,1002116,1493127779,0,伦敦,英国,欧洲
110101473429,1002114,1496291589,0,伦敦,英国,欧洲
110101512325,1002124,1493223802,0,迈阿密,美国,北美洲
110101514562,1002134,1493725291,0,黄金海岸,澳大利亚,大洋洲
110101516321,1002139,1495311584,0,吉隆坡,马来西亚,亚洲
110101516321,1002140,1495550521,0,吉隆坡,马来西亚,亚洲
110101518268,1002148,1496597412,0,纽约,美国,北美洲
110101518268,1002149,1497207734,0,旧金山,美国,北美洲
110101518268,1002150,1497206755,1,纽约,美国,北美洲
110101518268,1002153,1497207259,0,纽约,美国,北美洲
110101518665,1002159,1492610770,0,米兰,意大利,欧洲
110101518767,1002160,1495267998,0,洛杉矶,美国,北美洲
110101535067,1002168,1492712447,0,伦敦,英国,欧洲
110101535067,1002169,1492877692,0,巴塞罗那,西班牙,欧洲
110101535067,1002167,1492712063,0,伦敦,英国,欧洲
110101535067,1002166,1492722959,0,迪拜,阿联酋,亚洲
110101535067,1002165,1492877996,0,巴塞罗那,西班牙,欧洲
110101535960,1002175,1492693445,0,纽约,美国,北美洲
110101535960,1002176,1492594688,0,亚特兰大,美国,北美洲
110101571523,1002185,1499678730,0,悉尼,澳大利亚,大洋洲
110101573228,1002187,1493260450,0,温哥华,加拿大,北美洲
110101573520,1002189,1496323117,0,纽约,美国,北美洲
110101573520,1002190,1493154111,0,华盛顿,美国,北美洲
110101573520,1002191,1496323421,0,纽约,美国,北美洲
110101610321,1002197,1494516742,0,吉隆坡,马来西亚,亚洲
110101612223,1002212,1492520401,0,新加坡,新加坡,亚洲
110101612364,1002216,1495193617,0,香港,中国香港,亚洲
110101612421,1002219,1492519052,0,波士顿,美国,北美洲
110101612425,1002221,1492515607,0,楠迪,斐济,大洋洲
110101614364,1002231,1493035056,0,新加坡,新加坡,亚洲
110101615825,1002237,1492554156,0,新加坡,新加坡,亚洲
110101616128,1002251,1495656476,0,巴厘岛,印度尼西亚,亚洲
110101616129,1002252,1493079368,0,香港,中国香港,亚洲
110101616464,1002259,1493757465,0,大阪,日本,亚洲
110101616522,1002262,1497025437,0,悉尼,澳大利亚,大洋洲
110101616528,1002263,1493647210,0,新加坡,新加坡,亚洲
110101616663,1002270,1492728150,0,大阪,日本,亚洲
110101616663,1002269,1492552453,0,大阪,日本,亚洲
110101617025,1002279,1499897097,0,岘港,越南,亚洲
110101617025,1002280,1499896556,0,岘港,越南,亚洲
110101617728,1002285,1494005896,0,布里斯班,澳大利亚,大洋洲
110101618267,1002289,1499546911,1,冲绳--那霸,日本,亚洲
110101618267,1002290,1499863712,1,冲绳--那霸,日本,亚洲
110101618267,1002292,1499554118,1,冲绳--那霸,日本,亚洲
110101618267,1002288,1499554040,1,冲绳--那霸,日本,亚洲
110101618267,1002293,1499552533,1,冲绳--那霸,日本,亚洲
110101635063,1002299,1496873996,0,洛杉矶,美国,北美洲
110101635362,1002304,1493834872,0,清迈,泰国,亚洲
110101635660,1002306,1492564038,0,夏威夷欧胡岛（檀香山）,美国,北美洲
110101710127,1002325,1494576245,0,东京,日本,亚洲
110101710127,1002324,1494576323,0,东京,日本,亚洲
110101710127,1002326,1494413531,0,东京,日本,亚洲
