userid,orderType
110100635261,0
110100635661,0
110100635662,0
110100635766,0
110100673722,0
110100712426,0
110100712727,0
110100712925,1
110100716423,0
110100718167,0
110100718261,0
110100718463,1
110100733761,0
110100733863,1
110100735067,0
110100735363,0
110100735566,0
110100735568,0
110100773026,0
110100773229,1
110100773324,0
110100816124,0
110100816221,0
110100816329,0
110100816527,1
110100816923,0
110100818061,0
110100818564,1
110100818565,1
110100818662,0
110100818965,0
110100833064,0
110100833863,0
110100833868,0
110100835563,0
110100835863,0
110100871523,1
110100873726,0
110100873822,0
110100873924,0
110100873925,0
110100873926,0
110100916925,0
110100933064,0
110100933861,0
110100935065,0
110100935160,0
110100935361,0
110100935364,0
110100935462,0
110100935665,0
110100935666,0
110100935964,0
110100935966,0
110100971224,0
110100971227,1
110100973127,1
110100973223,0
110100973325,1
110100973623,0
110100973626,0
110100973722,1
110101012126,0
110101012127,1
110101012326,0
110101012724,0
110101012725,0
110101012729,0
110101014163,0
110101014169,0
110101014964,0
110101016424,0
110101016425,1
110101016528,0
110101016824,0
110101016826,0
110101018068,0
110101018166,1
110101018266,0
110101018269,0
110101018565,0
110101018666,0
110101018760,0
110101018762,0
110101018767,0
110101018861,0
110101018862,0
110101018966,0
110101035168,1
110101035260,0
110101035367,0
110101071022,0
110101071523,0
110101073020,0
110101073023,0
110101073129,0
110101073221,0
110101073325,0
110101073528,0
110101073823,0
110101073825,0
110101073925,1
110101112421,0
110101112526,0
110101112925,0
110101114263,0
110101114268,0
110101114362,0
110101114365,0
110101114961,0
110101116023,0
110101116426,0
110101116626,0
110101118364,0
110101118462,0
110101118767,0
110101118860,0
110101133862,0
110101133863,0
110101135167,0
110101135461,0
110101135660,1
110101135762,1
110101135862,0
110101135965,1
110101173027,0
110101173122,0
110101173321,0
110101173324,0
110101173327,0
110101173728,0
110101173822,1
110101210025,1
110101210169,1
110101210260,1
110101210262,0
110101210461,0
110101210462,0
110101210469,0
110101210620,0
110101210621,0
110101210722,0
110101210926,0
110101210967,0
110101212129,0
110101212165,0
110101212225,1
110101212324,0
110101212327,0
110101212364,0
110101212423,1
110101212462,0
110101212561,0
110101212568,0
110101212760,1
110101212820,1
110101212921,0
110101212927,0
110101212928,0
110101212961,0
110101214060,1
110101214464,0
110101214466,0
110101214769,0
110101214861,0
110101215320,0
110101216027,0
110101216163,0
110101216425,0
110101216521,0
110101216522,0
110101216524,0
110101216529,0
110101216628,0
110101217229,0
110101217422,0
110101217621,0
110101217825,0
110101218660,0
110101218664,0
110101218668,0
110101218766,0
110101218863,0
110101233068,0
110101235060,1
110101235165,0
110101235269,0
110101235363,0
110101235662,0
110101235761,0
110101235962,0
110101235965,0
110101235966,0
110101271227,0
110101273028,0
110101273329,0
110101273429,0
110101273529,1
110101273620,1
110101273722,0
110101273922,0
110101312127,0
110101312427,0
110101312428,0
110101312724,0
110101312728,0
110101312828,0
110101314168,0
110101314366,0
110101314368,0
110101314469,0
110101314964,0
110101316220,0
110101316229,0
110101316423,0
110101316427,0
110101316627,0
110101316720,0
110101316729,1
110101316927,0
110101318160,0
110101318163,0
110101318266,0
110101318465,0
110101318665,0
110101333767,0
110101335266,0
110101335269,0
110101335362,0
110101335462,0
110101335667,0
110101335867,0
110101335968,0
110101373028,0
110101373220,0
110101373225,0
110101373227,0
110101373524,0
110101373529,0
110101373824,0
110101410222,0
110101410323,1
110101410529,0
110101410726,0
110101410826,0
110101410923,1
110101412525,0
110101412527,0
110101412620,0
110101412724,1
110101412728,0
110101412929,0
110101414569,0
110101416028,0
110101416126,0
110101416320,0
110101416621,0
110101416721,0
110101416823,1
110101416924,1
110101416927,0
110101418261,0
110101418562,0
110101418567,0
110101418660,1
110101418968,0
110101435069,0
110101435464,0
110101435960,0
110101471028,1
110101471220,1
110101471522,0
110101473121,1
110101473124,0
110101473127,1
110101473429,0
110101473723,0
110101510262,0
110101512120,0
110101512121,0
110101512129,1
110101512321,0
110101512325,0
110101512727,0
110101512927,0
110101514162,0
110101514165,1
110101514562,0
110101514861,0
110101516029,1
110101516321,0
110101516326,0
110101516521,0
110101516623,0
110101516627,0
110101516728,0
110101516823,0
110101518268,1
110101518464,0
110101518562,0
110101518665,0
110101518767,0
110101518966,0
110101533062,0
110101533769,1
110101533865,0
110101535067,0
110101535368,0
110101535567,0
110101535662,0
110101535960,1
110101535969,0
110101571222,0
110101571227,1
110101571523,0
110101571527,0
110101573228,1
110101573520,0
110101573629,0
110101573822,0
110101573825,0
110101573827,0
110101573924,0
110101610020,0
110101610267,0
110101610321,0
110101610464,0
110101610529,0
110101610623,0
110101610722,0
110101610725,0
110101610924,1
110101612223,0
110101612260,0
110101612328,0
110101612362,0
110101612364,1
110101612421,0
110101612424,0
110101612425,0
110101612427,0
110101612464,1
110101612622,0
110101612760,0
110101612767,0
110101612962,0
110101612966,1
110101614127,0
110101614364,1
110101614761,1
110101614762,0
110101615029,0
110101615429,0
110101615825,0
110101615827,1
110101616060,0
110101616063,0
110101616128,0
110101616129,0
110101616262,0
110101616264,0
110101616321,0
110101616329,0
110101616464,0
110101616522,0
110101616528,0
110101616563,1
110101616565,0
110101616663,0
110101616721,0
110101616828,0
110101617025,0
110101617428,1
110101617728,0
110101618167,0
110101618260,0
110101618267,1
110101618269,0
110101635063,0
110101635265,0
110101635269,0
110101635362,0
110101635660,0
110101635662,0
110101635666,1
110101635863,0
110101635866,0
110101635961,0
110101673020,0
110101673026,0
110101673127,0
110101673222,0
110101673228,0
110101673321,0
110101673422,0
110101673522,0
110101673723,0
110101673827,0
110101710127,0
110101710128,1
110101710325,1
110101710423,0
110101710721,0
110101712429,0
110101712620,0
110101714167,0
110101714169,0
110101714263,0
110101714360,0
110101714560,1
110101714960,0
110101716021,0
110101716822,0
110101716828,0
110101718068,0
110101718161,0
110101718168,0
110101718169,0
110101718568,0
110101718662,0
110101718760,0
110101733860,0
110101733867,0
110101733868,1
110101735062,0
110101735669,0
110101735766,0
110101771521,0
110101773023,1
110101773227,0
110101773522,0
110101810163,1
110101810167,0
110101810168,0
110101810267,0
110101810361,0
110101810363,0
110101812321,0
110101812427,0
110101812824,1
110101814061,0
110101814067,0
110101814767,0
110101814768,0
110101814860,0
110101814862,0
110101814865,0
110101814967,0
110101816027,0
110101816220,0
110101816223,1
110101816420,0
110101816529,0
110101818162,0
110101818361,0
110101818768,0
110101833065,0
110101833869,0
110101835062,0
110101835266,1
110101835468,0
110101835564,1
110101835569,0
110101835960,1
110101873123,0
110101873126,0
110101873228,1
110101873321,0
110101873624,0
110101912120,0
110101912129,0
110101912226,0
110101912528,0
110101912627,1
110101912629,0
110101912822,0
110101912825,0
110101912922,0
110101914063,0
110101914168,0
110101914169,1
110101914361,0
110101914561,0
110101914569,0
110101914968,0
110101916723,0
110101916729,0
110101916823,0
110101918161,0
110101918461,1
110101918564,0
110101918567,0
110101918860,1
110101918861,1
110101935266,0
110101935465,0
110101971228,0
110101973024,0
110101973120,0
110101973123,1
110101973221,0
110101973421,0
110101973429,0
110101973524,0
110101973823,0
110101973922,1
110102012123,0
110102012125,0
110102012329,1
110102012522,0
110102012625,0
110102012728,0
110102012823,0
110102016229,0
110102016429,0
110102016521,1
110102016721,0
110102016727,0
110102016923,0
110102016929,1
110102018162,0
110102018267,0
110102033866,1
110102035366,0
110102035969,0
110102073220,0
110102073221,0
110102073423,1
110102073620,0
110102112221,0
110102112321,0
110102112420,0
110102112423,0
110102112624,0
110102112726,0
110102112920,0
110102112925,0
110102116223,0
110102116321,0
110102116327,1
110102116724,0
110102116926,0
110102118363,1
110102118660,0
110102118963,0
110102135361,0
110102171025,0
110102173122,0
110102173429,0
110102173926,0
110102212724,0
110102212827,0
110102214468,0
110102216020,0
110102216221,0
110102216925,1
110102216927,0
110102216928,0
110102218266,0
110102218364,0
110102218963,0
110102233866,1
110102235162,0
110102235466,1
110102235660,0
110102235762,0
110102271022,1
110102271024,0
110102271223,1
110102271224,0
110102273125,0
110102273421,0
110102273628,1
110102273726,0
110102273920,1
110102310123,0
110102310322,0
110102312221,0
110102312225,0
110102312527,0
110102312623,0
110102312727,1
110102312928,0
110102316129,0
110102316623,0
110102316927,0
110102318064,0
110102318666,0
110102318762,1
110102318767,1
110102318769,0
110102318865,0
110102333864,0
110102333865,0
110102335069,0
110102335168,0
110102335262,0
110102335366,0
110102335762,0
110102335765,0
110102371028,0
110102371224,0
110102373022,1
110102373224,1
110102373423,0
110102373628,0
110102373822,0
110102373927,0
110102414164,0
110102414168,0
110102416120,1
110102416426,0
110102416820,0
110102416920,0
110102416921,0
110102433761,1
110102435365,0
110102435969,1
110102471020,0
110102471027,0
110102471526,1
110102471529,0
110102473022,0
110102473123,0
110102473126,0
110102473221,0
110102473321,0
110102473523,0
110102473622,0
110102473724,0
110102473829,1
110102473921,0
110102512322,1
110102512720,0
110102514265,0
110102516029,1
110102516127,1
110102516129,0
110102516722,0
110102516928,1
110102518160,0
110102518263,0
110102518269,0
110102518366,1
110102518560,0
110102518765,0
110102535267,0
110102535367,0
110102535962,0
110102571222,0
110102571226,0
110102573123,0
110102573126,0
110102573127,1
110102573322,0
110102573423,0
110102573723,0
110102573824,0
110102573829,1
110102612324,0
110102612327,0
110102614165,0
110102614267,1
110102614268,0
110102614369,0
110102614464,0
110102614966,1
110102616020,0
110102616221,0
110102616628,0
110102633068,0
110102633869,1
110102635065,0
110102635664,0
110102673120,0
110102673123,0
110102673221,0
110102673420,0
110102673421,0
110102673423,0
110102673425,0
110102673920,0
110102712721,0
110102712725,1
110102714267,0
110102714560,0
110102714566,1
110102716022,0
110102716520,0
110102716628,0
110102716820,0
110102716823,0
110102716828,0
110102716929,0
110102718064,0
110102718168,0
110102718368,0
110102718461,0
110102718466,0
110102718660,0
110102718666,0
110102718668,0
110102718863,0
110102718968,1
110102733061,0
110102733868,0
110102735064,0
110102735465,0
110102735661,0
110102771028,0
110102771029,0
110102771220,0
110102773026,0
110102773127,0
110102773325,0
110102773628,0
110102773720,0
110102773820,0
110102812320,0
110102812428,1
110102812621,0
110102812624,0
110102812627,0
110102812724,0
110102814363,0
110102814560,0
110102814562,0
110102816026,0
110102816326,1
110102816425,0
110102816426,0
110102816429,0
110102816620,0
110102816625,0
110102816921,0
110102818160,0
110102818167,0
110102818569,0
110102818861,0
110102833063,0
110102835163,0
110102835261,0
110102835766,0
110102871025,0
110102871229,0
110102871523,0
110102873024,0
110102873025,0
110102873229,0
110102873321,0
110102873623,1
110102873627,0
110102873820,0
110102873829,0
110102912124,0
110102912421,0
110102912721,0
110102912724,0
110102912828,0
110102912923,1
110102912926,0
110102916021,0
110102916027,0
110102916320,0
110102916425,1
110102916623,0
110102916723,0
110102916922,0
110102916928,0
110102918763,0
110102933069,0
110102933765,0
110102933769,0
110102933862,1
110102935764,1
110102935869,1
110102971022,0
110102971225,0
110102973024,0
110102973026,0
110102973027,0
110102973029,0
110102973121,1
110102973524,1
110102973622,0
110103010120,0
110103010425,0
110103010726,0
110103012226,0
110103012620,0
110103012626,0
110103012628,0
110103012724,1
110103012925,0
110103012926,0
110103014161,0
110103014162,0
110103014364,0
110103014960,1
110103014962,0
110103016021,0
110103016321,0
110103016325,0
110103016425,0
110103016720,0
110103016725,0
110103018268,0
110103018361,0
110103018467,0
110103018760,0
110103035263,1
110103035265,0
110103035365,0
110103035466,0
110103035469,1
110103035961,1
110103071023,0
110103073021,0
110103073023,0
110103073422,0
110103073520,0
110103073922,0
110103073925,0
110103112124,0
110103112726,0
110103114568,1
110103114964,0
110103116127,0
110103116220,0
110103116429,0
110103116721,0
110103116726,1
110103118060,0
110103118167,0
110103118569,0
110103118767,0
110103118867,0
110103118964,0
110103133760,0
110103133866,0
110103133868,0
110103135068,1
110103135261,0
110103135267,0
110103135464,0
110103135567,0
110103135866,1
110103135964,0
110103171224,0
110103171529,1
110103173124,0
110103173229,0
110103173422,0
110103173522,1
110103173623,0
110103173821,0
110103210326,0
110103212020,0
110103212126,0
110103212628,1
110103214160,0
110103214466,0
110103216028,0
110103216125,0
110103216129,0
110103216627,0
110103216629,0
110103216725,0
110103218065,1
110103218165,0
110103218269,0
110103218460,1
110103218467,0
110103218468,0
110103218861,0
110103233768,0
110103235062,0
110103235063,0
110103235160,0
110103235260,0
110103235665,0
110103235669,0
110103235767,0
110103235860,0
110103235866,0
110103235968,0
110103271022,1
110103271023,1
110103273020,0
110103273024,0
110103273420,0
110103273428,1
110103273521,1
110103273825,0
110103310120,0
110103310265,1
110103310266,0
110103310327,0
110103310422,0
110103312325,0
110103312629,0
110103312726,0
110103314062,0
110103314265,0
110103314362,0
110103314460,0
110103314461,0
110103314561,0
110103316021,0
110103316029,0
110103316528,0
110103316827,1
110103316922,0
110103318069,0
110103318360,1
110103318468,0
110103318768,1
110103318868,0
110103318964,1
110103333069,1
110103335064,0
110103335066,0
110103335168,0
110103335262,0
110103335461,0
110103335465,0
110103335561,1
110103335766,0
110103335964,1
110103371223,0
110103371520,0
110103371528,1
110103373324,0
110103373823,1
110103373827,0
110103373920,0
110103410321,1
110103412226,0
110103412227,1
110103412521,1
110103412522,0
110103412922,0
110103414267,0
110103414369,0
110103414466,0
110103414469,0
110103414562,0
110103414565,0
110103414866,0
110103414965,0
110103416322,0
110103416521,0
110103416628,0
110103416726,0
110103416821,0
110103416923,0
110103416926,0
110103418169,0
110103418265,0
110103418267,0
110103418464,0
110103418563,0
110103418663,1
110103435060,0
110103435169,1
110103435368,0
110103435564,0
110103435566,0
110103435665,0
110103435866,0
110103435960,0
110103473028,0
110103473126,0
110103473129,0
110103473420,0
110103473528,0
110103473629,0
110103473726,0
110103473821,1
110103510126,0
110103510429,0
110103512020,0
110103512320,0
110103512529,1
110103512629,0
110103512927,0
110103516425,0
110103516726,0
110103518061,0
110103518067,0
110103518460,0
110103518465,0
110103518960,0
110103518963,0
110103518964,0
110103533762,0
110103533862,0
110103533864,0
110103535165,0
110103535167,0
110103535666,0
110103535760,1
110103535968,0
110103535969,0
110103571022,0
110103571024,0
110103571520,0
110103571521,0
110103571523,0
110103573020,0
110103573125,0
110103573128,1
110103573424,0
110103573723,0
110103610128,0
110103610226,1
110103610624,1
110103610822,0
110103612220,0
110103612326,0
110103612721,0
110103612723,0
110103612724,0
110103612820,1
110103612821,0
110103612824,0
110103616625,0
110103616923,0
110103618061,0
110103618367,1
110103618563,0
110103633066,1
110103633764,0
110103635063,0
110103635166,0
110103635261,0
110103635266,0
110103635268,0
110103635662,1
110103635762,0
110103635769,1
110103635868,0
110103671223,0
110103671523,0
110103671528,0
110103673025,0
110103673422,0
110103673622,0
110103673929,0
110103712428,0
110103712521,0
110103712526,0
110103712528,1
110103712629,0
110103712721,1
110103712729,0
110103714263,0
110103714366,0
110103714965,0
110103716121,0
110103716125,0
110103716220,0
110103716723,0
110103716726,0
110103716829,0
110103718061,0
110103718165,0
110103718262,0
110103718363,0
110103718562,0
110103718760,0
110103733764,0
110103733864,0
110103733867,0
110103735160,0
110103735162,0
110103735167,0
110103735262,1
110103735265,0
110103735662,0
110103773124,0
110103773329,0
110103773424,1
110103773526,0
110103773627,1
110103773825,0
110103773829,0
110103810320,0
110103810425,0
110103812120,0
110103812628,1
110103812924,0
110103812925,0
110103814260,0
110103814261,0
110103814262,0
110103814269,1
110103816124,0
110103816223,0
110103816224,0
110103816422,1
110103816621,0
110103818267,0
110103818268,0
110103818360,0
110103818368,1
110103818762,0
110103818763,0
110103818769,0
110103818868,0
110103818960,1
110103833761,0
110103833864,0
110103835063,0
110103835162,0
110103835163,0
110103835264,0
110103835266,0
110103835964,0
110103873024,0
110103873222,0
110103873426,0
110103873627,0
110103873922,0
110103873928,0
110103912022,1
110103912125,0
110103912520,1
110103914365,0
110103914466,0
110103916222,0
110103916527,0
110103916626,1
110103916629,1
110103916929,0
110103918062,0
110103918063,0
110103918067,0
110103918465,1
110103918764,0
110103918866,0
110103933865,0
110103935061,0
110103935168,0
110103935569,0
110103935860,0
110103971027,0
110103971222,0
110103971223,0
110103971224,0
110103971228,0
110103971523,0
110103973022,0
110103973026,0
110103973429,0
110103973525,0
110103973720,0
110103973722,0
110103973726,1
110103973928,0
110104012325,0
110104012420,0
110104012427,0
110104012529,0
110104014166,0
110104014260,0
110104014364,0
110104014368,0
110104014468,0
110104014565,0
110104014665,0
110104014961,0
110104014968,1
110104016023,0
110104016123,1
110104016224,0
110104016323,0
110104016529,1
110104016626,1
110104018068,1
110104018069,1
110104018161,0
110104018162,0
110104018368,0
110104018466,0
110104018467,0
110104018561,0
110104018669,0
110104018763,0
110104018962,0
110104033763,0
110104033767,0
110104033861,0
110104035063,0
110104035067,1
110104035068,1
110104035165,0
110104035169,0
110104035369,0
110104035463,0
110104035560,0
110104035866,0
110104035867,0
110104035966,0
110104071021,1
110104071521,0
110104071523,0
110104071525,1
110104073129,0
110104073225,0
110104073322,0
110104073325,1
110104073429,0
110104073521,0
110104073526,0
110104073626,0
110104073720,0
110104110160,0
110104110568,0
110104112125,0
110104112529,0
110104114269,0
110104114363,1
110104114461,0
110104114763,1
110104116124,0
110104116422,0
110104116621,0
110104118063,0
110104118067,0
110104118266,1
110104118460,0
110104118469,0
110104118667,0
110104118765,0
110104118862,0
110104118964,0
110104118969,0
110104133066,1
110104133765,1
110104133768,0
110104133867,0
110104135060,0
110104135062,0
110104135164,0
110104135365,0
110104135766,1
110104135865,0
110104171520,0
110104173025,0
110104173522,0
110104173525,0
110104173622,0
110104173626,0
110104173828,1
110104173923,0
110104173924,0
110104212124,0
110104212422,0
110104212624,0
110104212628,0
110104212720,0
110104212721,0
110104212722,1
110104212728,1
110104214360,0
110104214364,0
110104214465,0
110104214561,0
110104214660,0
110104214860,0
110104214966,1
110104216225,1
110104216425,0
110104216429,1
110104216627,0
110104216723,0
110104216824,0
110104218162,0
110104218169,0
110104218364,0
110104218563,1
110104218661,0
110104218762,0
110104233864,0
110104235262,0
110104235364,0
110104235563,0
110104235569,1
110104235660,1
110104235661,0
110104235663,0
110104235668,0
110104235760,0
110104235763,0
110104235764,0
110104235768,0
110104235861,0
110104235864,0
110104271021,0
110104271224,0
110104271525,0
110104273023,1
110104273026,1
110104273226,1
110104273229,0
110104273321,0
110104273527,1
110104273623,0
110104273625,0
110104273627,0
110104273723,0
110104273920,0
110104312120,0
110104312128,1
110104312320,0
110104312323,0
110104312420,0
110104312827,0
110104312923,0
110104312929,0
110104314162,1
110104314164,0
110104314266,0
110104314568,0
110104316324,0
110104316421,0
110104316520,0
110104316523,0
110104316524,0
110104316526,1
110104316624,0
110104316625,0
110104316826,0
110104318461,0
110104318467,1
110104333064,1
110104333762,0
110104333863,0
110104335165,1
110104335268,0
110104335360,0
110104335362,0
110104335364,0
110104335369,0
110104335562,0
110104335662,0
110104335964,0
110104371029,1
110104371229,0
110104373122,0
110104373320,0
110104373321,0
110104373323,0
110104373628,1
110104373825,0
110104412126,1
110104412129,0
110104412428,0
110104412429,0
110104414061,1
110104414263,0
110104414361,0
110104414466,0
110104414569,0
110104414668,0
110104414768,0
110104416022,0
110104416120,0
110104416423,0
110104416524,0
110104416625,0
110104416924,0
110104418466,0
110104418469,0
110104418663,0
110104418669,0
110104418766,0
110104418863,1
110104418967,1
110104433761,0
110104435068,0
110104435169,0
110104435262,0
110104435460,0
110104435569,0
110104435761,0
110104435764,0
110104435962,0
110104435965,1
110104435969,1
110104473421,0
110104473428,0
110104473627,1
110104473727,1
110104473827,1
110104510423,1
110104512222,0
110104512427,1
110104514162,0
110104514460,0
110104516026,0
110104516120,0
110104516424,0
110104516525,0
110104516620,0
110104516628,0
110104516924,0
110104518065,0
110104518260,0
110104518967,0
110104518968,0
110104533860,0
110104535067,0
110104535261,0
110104535465,0
110104535561,0
110104535863,1
110104571525,0
110104573620,1
110104573627,0
110104573725,0
110104573927,1
110104612326,0
110104612522,0
110104612528,1
110104612722,1
110104612729,1
110104612821,0
110104614365,0
110104614560,0
110104614569,0
110104614968,1
110104616029,0
110104616626,0
110104616720,1
110104616927,0
110104618068,0
110104618168,1
110104618169,0
110104618561,1
110104618567,0
110104618667,0
110104618768,0
110104618865,1
110104618960,0
110104618966,0
110104618969,1
110104633861,1
110104635060,0
110104635160,0
110104635260,0
110104635263,0
110104635266,0
110104635363,0
110104635365,0
110104635366,0
110104635768,0
110104671225,0
110104671227,0
110104671228,1
110104671525,0
110104673024,1
110104673429,1
110104712126,0
110104712426,0
110104712428,0
110104712728,0
110104714061,0
110104714263,0
110104714464,0
110104714769,0
110104714965,1
110104716027,0
110104716123,0
110104716422,0
110104716425,1
110104716726,0
110104716729,0
110104718162,0
110104718463,0
110104718768,0
110104718960,0
110104733062,0
110104733066,0
110104733067,0
110104733069,0
110104733760,0
110104733761,0
110104733865,1
110104733867,0
110104735260,1
110104735365,0
110104735368,0
110104771026,0
110104771028,1
110104771222,0
110104771527,1
110104771528,0
110104773022,0
110104773121,0
110104773428,0
110104773525,1
110104773526,0
110104773827,0
110104810327,0
110104810420,0
110104810820,0
110104814263,0
110104814969,1
110104816324,0
110104816524,0
110104816620,1
110104816822,0
110104818167,0
110104818563,0
110104818768,0
110104818868,0
110104818961,1
110104833060,1
110104833764,1
110104835069,0
110104835266,0
110104835363,0
110104835367,0
110104835565,0
110104835664,0
110104873224,0
110104873225,0
110104873421,0
110104873526,0
110104873922,0
110104910168,0
110104910169,0
110104910325,0
110104910820,0
110104910922,0
110104910929,1
110104912024,0
110104912026,0
110104912622,0
110104912922,0
110104912929,0
110104914160,0
110104914963,0
110104916126,0
