iter	Passed	Remaining
190	100548	425885
191	101106	425487
192	101647	425025
193	102182	424533
194	102695	423948
195	103229	423453
196	103745	422880
197	104249	422262
198	104768	421704
199	105302	421211
200	105804	420585
201	106306	419963
202	106782	419241
203	107251	418491
204	107731	417786
205	108211	417085
206	108682	416354
207	109185	415744
208	109697	415169
209	110177	414478
210	110707	413971
211	111229	413437
212	111754	412915
213	112287	412420
214	112820	411925
215	113337	411374
216	113839	410765
217	114359	410226
218	114860	409617
219	115388	409102
220	115955	408731
221	116480	408205
222	117020	407733
223	117546	407213
224	118045	406600
225	118587	406134
226	119111	405607
227	119675	405217
228	120188	404653
229	120705	404100
230	121233	403587
231	121774	403117
232	122270	402496
233	122797	401976
234	123297	401373
235	123810	400809
236	124345	400319
237	124831	399671
238	125366	399181
239	125886	398639
240	126413	398123
241	126929	397572
242	127433	396983
243	127928	396369
244	128445	395822
245	128942	395213
246	129470	394701
247	130021	394257
248	130576	393828
249	131137	393412
250	131687	392964
251	132234	392506
252	132776	392032
253	133292	391481
254	133840	391025
255	134333	390407
256	134832	389808
257	135361	389296
258	135887	388774
259	136451	388360
260	136971	387823
261	137492	387287
262	138050	386855
263	138539	386230
264	139007	385549
265	139556	385092
266	140076	384553
267	140589	383999
268	141088	383405
269	141611	382874
270	142131	382339
271	142637	381766
272	143178	381284
273	143717	380799
274	144234	380255
275	144774	379769
276	145310	379276
277	145814	378699
278	146363	378237
279	146880	377692
280	147396	377145
281	147868	376487
282	148384	375941
283	148938	375491
284	149437	374904
285	149941	374329
286	150480	373842
287	150994	373292
288	151522	372776
289	152034	372222
290	152546	371667
291	153081	371170
292	153535	370477
293	154042	369911
294	154552	369354
295	155021	368699
296	155546	368178
297	156067	367648
298	156561	367056
299	157105	366579
300	157598	365984
301	158107	365427
302	158660	364971
303	159144	364356
304	159638	363767
305	160149	363215
306	160663	362669
307	161200	362178
308	161679	361554
309	162205	361038
310	162736	360532
311	163195	359866
312	163721	359350
313	164251	358842
314	164800	358376
315	165349	357907
316	165869	357377
317	166442	356962
318	166975	356458
319	167506	355950
320	168016	355398
321	168522	354839
322	169053	354331
323	169534	353720
324	170048	353176
325	170543	352597
326	171078	352096
327	171615	351602
328	172134	351071
329	172639	350510
330	173156	349975
331	173671	349435
332	174164	348852
333	174696	348347
334	175170	347726
335	175682	347181
336	176200	346649
337	176706	346094
338	177256	345623
339	177772	345086
340	178240	344458
341	178716	343845
342	179230	343306
343	179779	342835
344	180319	342346
345	180830	341800
346	181418	341400
347	181934	340866
348	182428	340288
349	182941	339747
350	183450	339201
351	183988	338705
352	184539	338235
353	185088	337760
354	185624	337261
355	186125	336698
356	186620	336126
357	187157	335628
358	187624	335007
359	188147	334485
360	188657	333939
361	189155	333372
362	189667	332831
363	190177	332288
364	190729	331816
365	191242	331278
366	191759	330745
367	192273	330207
368	192795	329685
369	193334	329191
370	193866	328685
371	194371	328133
372	194904	327627
373	195434	327117
374	195937	326562
375	196461	326042
376	196979	325511
377	197549	325068
378	198078	324555
379	198556	323961
380	199097	323467
381	199621	322947
382	200119	322386
383	200651	321878
384	201184	321372
385	201722	320874
386	202258	320373
387	202788	319863
388	203326	319363
389	203843	318832
390	204371	318318
391	204889	317788
392	205374	317206
393	205856	316622
394	206392	316119
395	206898	315573
396	207438	315076
397	207922	314495
398	208419	313934
399	208970	313456
400	209469	312898
401	210000	312389
402	210547	311902
403	211026	311316
404	211571	310827
405	212073	310275
406	212602	309762
407	213115	309226
408	213686	308774
409	214179	308209
410	214690	307670
411	215159	307072
412	215686	306556
413	216246	306087
414	216788	305594
415	217306	305064
416	217828	304542
417	218409	304101
418	218905	303541
419	219426	303017
420	219970	302524
421	220486	301993
422	221012	301475
423	221520	300934
424	221980	300326
425	222512	299816
426	223032	299291
427	223531	298738
428	224037	298194
429	224571	297688
430	225081	297149
431	225582	296599
432	226083	296049
433	226593	295511
434	227064	294923
435	227574	294385
436	228136	293914
437	228607	293327
438	229155	292838
439	229666	292302
440	230193	291787
441	230734	291289
442	231205	290703
443	231701	290148
444	232223	289626
445	232734	289091
446	233259	288574
447	233759	288025
448	234305	287533
449	234841	287028
450	235353	286495
451	235875	285972
452	236411	285468
453	236916	284926
454	237441	284408
455	237929	283845
456	238458	283333
457	239001	282836
458	239480	282263
459	239989	281726
460	240515	281209
461	241037	280688
462	241587	280200
463	242115	279684
464	242664	279194
465	243175	278660
466	243699	278141
467	244225	277623
468	244745	277099
469	245230	276536
470	245731	275991
471	246202	275412
472	246655	274814
473	247139	274251
474	247602	273666
475	248059	273074
476	248551	272521
477	249100	272029
478	249659	271550
479	250184	271032
480	250745	270554
481	251279	270047
482	251769	269492
483	252271	268950
484	252807	268445
485	253365	267962
486	253898	267453
487	254443	266956
488	254975	266446
489	255513	265943
490	256012	265398
491	256523	264866
492	257043	264343
493	257575	263832
494	258113	263327
495	258632	262804
496	259162	262291
497	259677	261763
498	260208	261251
499	260797	260797
500	261335	260291
501	261876	259790
502	262440	259309
503	262964	258790
504	263513	258295
505	264051	257788
506	264602	257296
507	265141	256790
508	265708	256312
509	266269	255827
510	266786	255300
511	267383	254850
512	267925	254346
513	268446	253823
514	268980	253311
515	269465	252754
516	270029	252271
517	270566	251762
518	271090	251241
519	271624	250730
520	272156	250216
521	272648	249666
522	273176	249149
523	273754	248678
524	274280	248158
525	274791	247625
526	275327	247115
527	275850	246593
528	276348	246049
529	276872	245528
530	277367	244982
531	277883	244454
532	278418	243942
533	278955	243432
534	279493	242924
535	280005	242392
536	280501	241847
537	281045	241344
538	281549	240806
539	282085	240295
540	282623	239785
541	283178	239291
542	283692	238761
543	284210	238235
544	284731	237711
545	285280	237211
546	285778	236668
547	286314	236157
548	286813	235615
549	287338	235095
550	287876	234585
551	288425	234084
552	288951	233564
553	289480	233047
554	289968	232497
555	290494	231977
556	291017	231455
557	291552	230943
558	292064	230412
559	292549	229860
560	293096	229357
561	293620	228836
562	294187	228347
563	294742	227850
564	295244	227312
565	295780	226799
566	296318	226288
567	296863	225783
568	297391	225264
569	297885	224720
570	298407	224197
571	298916	223664
572	299424	223131
573	299927	222594
574	300430	222057
575	300957	221537
576	301477	221013
577	301973	220472
578	302459	219923
579	302957	219383
580	303471	218854
581	304007	218342
582	304530	217820
583	305016	217272
584	305471	216702
585	305951	216149
586	306478	215631
587	307005	215112
588	307492	214566
589	308008	214040
590	308549	213531
591	309032	212981
592	309560	212463
593	310059	211925
594	310546	211380
595	311078	210864
596	311545	210306
597	312015	209749
598	312548	209234
599	313063	208709
600	313577	208182
601	314107	207665
602	314612	207132
603	315119	206601
604	315635	206076
605	316163	205558
606	316725	205062
607	317217	204522
608	317740	204000
609	318230	203458
610	318721	202917
611	319214	202377
612	319743	201860
613	320271	201343
614	320823	200840
615	321345	200319
616	321864	199796
617	322378	199269
618	322888	198740
619	323426	198229
620	323918	197689
621	324431	197162
622	324946	196636
623	325452	196105
624	325966	195579
625	326479	195053
626	327008	194536
627	327545	194023
628	328019	193474
629	328538	192951
630	329058	192429
631	329526	191876
632	330045	191353
633	330558	190827
634	331061	190295
635	331623	189797
636	332107	189254
637	332643	188741
638	333179	188228
639	333679	187694
640	334180	187161
641	334701	186640
642	335208	186111
643	335719	185584
644	336242	185063
645	336804	184564
646	337327	184044
647	337820	183507
648	338329	182979
649	338847	182456
650	339373	181937
651	339916	181427
652	340471	180924
653	340998	180406
654	341516	179882
655	342027	179356
656	342527	178823
657	343031	178293
658	343586	177789
659	344128	177278
660	344654	176759
661	345171	176235
662	345659	175697
663	346169	175170
664	346718	174662
665	347225	174134
666	347770	173624
667	348280	173097
668	348794	172572
669	349328	172057
670	349805	171514
671	350292	170976
672	350825	170460
673	351302	169917
674	351836	169402
675	352329	168867
676	352797	168321
677	353313	167797
678	353828	167273
679	354331	166744
680	354857	166225
681	355336	165684
682	355865	165167
683	356362	164635
684	356865	164106
685	357398	163590
686	357917	163068
687	358416	162537
688	358947	162021
689	359465	161498
690	360001	160984
691	360558	160479
692	361106	159970
693	361627	159449
694	362132	158921
695	362680	158411
696	363188	157885
697	363725	157371
698	364268	156859
699	364782	156335
700	365322	155822
701	365856	155306
702	366355	154776
703	366875	154254
704	367362	153719
705	367855	153186
706	368356	152656
707	368895	152143
708	369447	151635
709	370011	151131
710	370524	150607
711	371061	150092
712	371576	149568
713	372106	149051
714	372632	148531
715	373137	148004
716	373681	147492
717	374235	146983
718	374735	146454
719	375270	145938
720	375774	145410
721	376232	144865
722	376735	144337
723	377258	143816
724	377790	143299
725	378334	142787
726	378836	142258
727	379350	141735
728	379907	141227
729	380458	140717
730	380983	140197
731	381481	139668
732	382013	139151
733	382527	138627
734	383029	138098
735	383507	137562
736	384015	137036
737	384483	136496
738	384954	135958
739	385485	135440
740	386002	134918
741	386530	134399
742	386988	133857
743	387486	133328
744	388039	132818
745	388588	132307
746	389134	131795
747	389641	131269
748	390192	130758
749	390716	130238
750	391242	129719
751	391753	129195
752	392273	128674
753	392816	128160
754	393337	127639
755	393815	127104
756	394325	126579
757	394825	126052
758	395337	125528
759	395841	125002
760	396349	124477
761	396878	123959
762	397398	123438
763	397909	122914
764	398430	122393
765	398941	121869
766	399490	121357
767	400021	120839
768	400518	120311
769	401076	119801
770	401635	119292
771	402149	118769
772	402680	118251
773	403228	117738
774	403747	117216
775	404259	116693
776	404791	116175
777	405292	115649
778	405778	115118
779	406288	114594
780	406832	114079
781	407371	113563
782	407927	113052
783	408474	112538
784	408976	112012
785	409538	111502
786	410051	110979
787	410558	110454
788	411076	109932
789	411566	109403
790	412096	108885
791	412630	108367
792	413208	107861
793	413747	107345
794	414262	106822
795	414778	106299
796	415305	105780
797	415845	105264
798	416383	104747
799	416868	104217
800	417386	103695
801	417904	103173
802	418409	102648
803	418950	102132
804	419488	101615
805	420012	101094
806	420514	100569
807	421043	100050
808	421601	99537
809	422104	99012
810	422607	98486
811	423109	97961
812	423653	97445
813	424145	96917
814	424668	96397
815	425166	95870
816	425700	95352
817	426227	94832
818	426798	94323
819	427304	93798
820	427800	93271
821	428285	92743
822	428786	92217
823	429297	91694
824	429861	91182
825	430385	90662
826	430905	90141
827	431427	89620
828	431964	89102
829	432458	88575
830	432964	88051
831	433496	87533
832	434078	87024
833	434629	86508
834	435184	85994
835	435709	85474
836	436221	84951
837	436742	84429
838	437229	83902
839	437746	83380
840	438275	82860
841	438810	82342
842	439341	81822
843	439855	81300
844	440375	80778
845	440909	80260
846	441364	79726
847	441876	79204
848	442368	78678
849	442885	78156
850	443386	77631
851	443877	77105
852	444380	76581
853	444926	76064
854	445442	75542
855	445915	75013
856	446438	74493
857	446959	73972
858	447488	73452
859	448019	72933
860	448540	72412
861	449086	71895
862	449590	71371
863	450113	70851
864	450638	70330
865	451118	69803
866	451634	69281
867	452146	68759
868	452673	68239
869	453171	67715
870	453643	67187
871	454172	66667
872	454676	66144
873	455224	65627
874	455762	65108
875	456277	64587
876	456824	64070
877	457359	63551
878	457866	63028
879	458384	62506
880	458877	61982
881	459349	61454
882	459861	60932
883	460388	60413
884	460891	59889
885	461412	59369
886	461936	58848
887	462494	58332
888	463018	57812
889	463555	57293
890	464077	56772
891	464608	56253
892	465135	55732
893	465619	55207
894	466151	54688
895	466670	54167
896	467155	53642
897	467657	53119
898	468213	52602
899	468727	52080
900	469263	51561
901	469822	51045
902	470365	50526
903	470898	50006
904	471387	49482
905	471905	48961
906	472404	48438
907	472885	47913
908	473426	47394
909	473953	46874
910	474491	46355
911	475013	45834
912	475572	45317
913	476065	44793
914	476618	44276
915	477160	43757
916	477714	43239
917	478289	42723
918	478820	42202
919	479301	41678
920	479807	41156
921	480375	40639
922	480946	40122
923	481508	39604
924	482025	39083
925	482561	38563
926	483116	38044
927	483629	37522
928	484157	37002
929	484641	36478
930	485145	35955
931	485674	35435
932	486189	34913
933	486725	34393
934	487273	33874
935	487786	33352
936	488354	32834
937	488903	32315
938	489409	31793
939	489938	31272
940	490457	30751
941	490974	30229
942	491505	29709
943	492064	29190
944	492605	28670
945	493130	28149
946	493670	27628
947	494165	27106
948	494654	26583
949	495158	26060
950	495654	25538
951	496149	25015
952	496663	24494
953	497133	23970
954	497678	23450
955	498178	22928
956	498698	22407
957	499241	21887
958	499764	21366
959	500294	20845
960	500833	20325
961	501309	19802
962	501808	19280
963	502284	18757
964	502809	18236
965	503329	17715
966	503841	17194
967	504363	16673
968	504882	16152
969	505326	15628
970	505829	15107
971	506379	14587
972	506864	14065
973	507363	13543
974	507879	13022
975	508339	12500
976	508877	11979
977	509388	11458
978	509872	10937
979	510405	10416
980	510919	9895
981	511430	9374
982	511952	8853
983	512453	8332
984	512974	7811
985	513501	7291
986	514066	6770
987	514585	6250
988	515066	5728
989	515580	5207
990	516090	4686
991	516616	4166
992	517184	3645
993	517712	3125
994	518245	2604
995	518771	2083
996	519307	1562
997	519824	1041
998	520315	520
999	520847	0
