userid,orderType
110102714469,0.5
110102716420,0.5
110102716620,0.5
110102735360,0.5
110102735561,0.5
110102773624,0.5
110102773927,0.5
110102812625,0.5
110102816320,0.5
110102816325,0.5
110102816721,0.5
110102835465,0.5
110102835762,0.5
110102871220,0.5
110102871228,0.5
110102873020,0.5
110102873026,0.5
110102912126,0.5
110102912424,0.5
110102916926,0.5
110102918660,0.5
110102933067,0.5
110102971021,0.5
110102973320,0.5
110102973729,0.5
110102973924,0.5
110103010728,0.5
110103018267,0.5
110103018466,0.5
110103018561,0.5
110103035464,0.5
110103073525,0.5
110103112829,0.5
110103114566,0.5
110103116221,0.5
110103118065,0.5
110103118366,0.5
110103118465,0.5
110103118869,0.5
110103171221,0.5
110103171521,0.5
110103212425,0.5
110103212522,0.5
110103216621,0.5
110103218368,0.5
110103218764,0.5
110103233860,0.5
110103235660,0.5
110103273729,0.5
110103273822,0.5
110103310263,0.5
110103314762,0.5
110103316323,0.5
110103318065,0.5
110103318467,0.5
110103318469,0.5
110103333868,0.5
110103373229,0.5
110103373621,0.5
110103373624,0.5
110103410325,0.5
110103412220,0.5
110103412325,0.5
110103414068,0.5
110103414663,0.5
110103414867,0.5
110103433064,0.5
110103433760,0.5
110103435260,0.5
110103471221,0.5
110103471227,0.5
110103510325,0.5
110103512423,0.5
110103518066,0.5
110103518463,0.5
110103518661,0.5
110103535467,0.5
110103612126,0.5
110103612224,0.5
110103616126,0.5
110103616424,0.5
110103616921,0.5
110103633864,0.5
110103714268,0.5
110103714367,0.5
110103716621,0.5
110103716623,0.5
110103718268,0.5
110103718464,0.5
110103735161,0.5
110103735266,0.5
110103735669,0.5
110103735767,0.5
110103771527,0.5
110103773926,0.5
110103814960,0.5
110103816326,0.5
110103816921,0.5
110103835563,0.5
110103914964,0.5
110103918061,0.5
110103918664,0.5
110103933761,0.5
110103935165,0.5
110103935264,0.5
110103935763,0.5
110103971521,0.5
110103973129,0.5
110104012523,0.5
110104014167,0.5
110104014560,0.5
110104016624,0.5
110104071022,0.5
110104073426,0.5
110104073726,0.5
110104073929,0.5
110104112028,0.5
110104114567,0.5
110104116822,0.5
110104133069,0.5
110104135360,0.5
110104173022,0.5
110104173024,0.5
110104173321,0.5
110104173427,0.5
110104212326,0.5
110104212427,0.5
110104212629,0.5
110104214166,0.5
110104214366,0.5
110104214666,0.5
110104216028,0.5
110104218764,0.5
110104235568,0.5
110104235863,0.5
110104235960,0.5
110104235969,0.5
110104273020,0.5
110104312328,0.5
110104316720,0.5
110104318168,0.5
110104333864,0.5
110104335264,0.5
110104335761,0.5
110104371525,0.5
110104373225,0.5
110104373524,0.5
110104373724,0.5
110104414562,0.5
110104414566,0.5
110104414963,0.5
110104416321,0.5
110104416323,0.5
110104418063,0.5
110104418861,0.5
110104433063,0.5
110104435869,0.5
110104471220,0.5
110104471527,0.5
110104473424,0.5
110104518869,0.5
110104573525,0.5
110104573729,0.5
110104612025,0.5
110104612521,0.5
110104614060,0.5
110104616124,0.5
110104618266,0.5
110104618763,0.5
110104633863,0.5
110104635166,0.5
110104635360,0.5
110104635569,0.5
110104673129,0.5
110104714167,0.5
110104735161,0.5
110104735462,0.5
110104735661,0.5
110104773629,0.5
110104812725,0.5
110104814967,0.5
110104816025,0.5
110104835068,0.5
110104835468,0.5
110104835964,0.5
110104873422,0.5
110104912721,0.5
110104914069,0.5
110104914661,0.5
110104918067,0.5
110104918562,0.5
110104933763,0.5
110104933868,0.5
110104971226,0.5
110104971229,0.5
110104973125,0.5
110105016123,0.5
110105016425,0.5
110105016520,0.5
110105033069,0.5
110105035869,0.5
110105071026,0.5
110105116320,0.5
110105116327,0.5
110105116421,0.5
110105116622,0.5
110105118463,0.5
110105118562,0.5
110105133761,0.5
110105135768,0.5
110105135961,0.5
110105171523,0.5
110105173724,0.5
110105212325,0.5
110105214162,0.5
110105216127,0.5
110105218765,0.5
110105271522,0.5
110105273126,0.5
110105273323,0.5
110105312921,0.5
110105318961,0.5
110105333063,0.5
110105333861,0.5
110105373820,0.5
110105373824,0.5
110105373928,0.5
110105416728,0.5
110105418365,0.5
110105418761,0.5
110105435864,0.5
110105473220,0.5
110105473728,0.5
110105516120,0.5
110105516325,0.5
110105518360,0.5
110105518964,0.5
110105533763,0.5
110105535563,0.5
110105573723,0.5
110105616123,0.5
110105618266,0.5
110105635360,0.5
110105673022,0.5
110105673522,0.5
110105716020,0.5
110105716421,0.5
110105718969,0.5
110105733867,0.5
110105735160,0.5
110105735568,0.5
110105771524,0.5
110105773122,0.5
110105816823,0.5
110105816928,0.5
110105818769,0.5
110105916827,0.5
110105916924,0.5
110105918964,0.5
110105935863,0.5
110105971224,0.5
110105973521,0.5
110106016621,0.5
110106018065,0.5
110106018169,0.5
110106035466,0.5
110106035761,0.5
110106116423,0.5
110106135169,0.5
110106135863,0.5
110106173122,0.5
110106216329,0.5
110106233863,0.5
110106235061,0.5
110106235164,0.5
110106273429,0.5
110106273920,0.5
110106316028,0.5
110106318463,0.5
110106335466,0.5
110106371527,0.5
110106373122,0.5
110106418266,0.5
110106418668,0.5
110106435063,0.5
110106435464,0.5
110106473321,0.5
110106473428,0.5
110106518266,0.5
110106518269,0.5
110106535268,0.5
110106573521,0.5
110106573825,0.5
110106573929,0.5
110106616820,0.5
110106616920,0.5
110106635765,0.5
110106673621,0.5
110106712326,0.5
110106716229,0.5
110106716723,0.5
110106735469,0.5
110106771021,0.5
110106773625,0.5
110106814260,0.5
110106816924,0.5
110106818263,0.5
110106835662,0.5
110106873926,0.5
110106918869,0.5
110106935163,0.5
110106935561,0.5
110106935968,0.5
110107010961,0.5
110107016529,0.5
110107016728,0.5
110107018363,0.5
110107018364,0.5
110107018466,0.5
110107018560,0.5
110107035068,0.5
110107073025,0.5
110107110861,0.5
110107112465,0.5
110107112962,0.5
110107114068,0.5
110107114367,0.5
110107114560,0.5
110107116827,0.5
110107118263,0.5
110107118663,0.5
110107135269,0.5
110107173822,0.5
110107212721,0.5
110107212823,0.5
110107214066,0.5
110107214667,0.5
110107216429,0.5
110107218262,0.5
110107218663,0.5
110107235167,0.5
110107235865,0.5
110107273221,0.5
110107273923,0.5
110107312424,0.5
110107312825,0.5
110107314261,0.5
110107314369,0.5
110107316522,0.5
110107316826,0.5
110107318769,0.5
110107373020,0.5
110107373221,0.5
110107410965,0.5
110107412123,0.5
110107412168,0.5
110107412267,0.5
110107414061,0.5
110107414662,0.5
110107416164,0.5
110107418267,0.5
110107418663,0.5
110107435466,0.5
110107435861,0.5
110107473024,0.5
110107473720,0.5
110107514365,0.5
110107516825,0.5
110107518064,0.5
110107518068,0.5
110107533763,0.5
110107533862,0.5
110107533865,0.5
110107535163,0.5
110107535965,0.5
110107571022,0.5
110107571226,0.5
110107612122,0.5
110107612322,0.5
110107614069,0.5
110107614469,0.5
110107616423,0.5
110107635268,0.5
110107635464,0.5
110107714467,0.5
110107716426,0.5
110107733767,0.5
110107733863,0.5
110107771023,0.5
110107814766,0.5
110107814960,0.5
110107816224,0.5
110107818563,0.5
110107833862,0.5
110107835263,0.5
110107873220,0.5
110107873321,0.5
110107873325,0.5
110107873724,0.5
110107910566,0.5
110107910567,0.5
110107910663,0.5
110107910968,0.5
110107914260,0.5
110107914766,0.5
110107918466,0.5
110107935369,0.5
110107971229,0.5
110108014461,0.5
110108018164,0.5
110108035168,0.5
110108071022,0.5
110108071023,0.5
110108073429,0.5
110108110163,0.5
110108116628,0.5
110108116926,0.5
110108118160,0.5
110108118263,0.5
110108133063,0.5
110108133869,0.5
110108135164,0.5
110108135865,0.5
110108171525,0.5
110108173226,0.5
110108173321,0.5
110108212823,0.5
110108216021,0.5
110108216429,0.5
110108218268,0.5
110108233062,0.5
110108233764,0.5
110108233765,0.5
110108314065,0.5
110108314860,0.5
110108318660,0.5
110108318765,0.5
110108335063,0.5
110108335764,0.5
110108335866,0.5
110108414560,0.5
110108416728,0.5
110108418566,0.5
110108418669,0.5
110108473625,0.5
110108514362,0.5
110108514365,0.5
110108514464,0.5
110108518169,0.5
110108610069,0.5
110108610369,0.5
110108610667,0.5
110108610967,0.5
110108614261,0.5
110108614461,0.5
110108635063,0.5
110108673027,0.5
110108673620,0.5
110108712120,0.5
110108716220,0.5
110108716225,0.5
110108716625,0.5
110108773024,0.5
110108773522,0.5
110108773726,0.5
110108814161,0.5
110108818064,0.5
110108835364,0.5
110108871028,0.5
110108871228,0.5
110108873028,0.5
110108912326,0.5
110108914162,0.5
110108918863,0.5
110108971527,0.5
110109014468,0.5
110109018463,0.5
110109035164,0.5
110109035568,0.5
110109071522,0.5
110109112622,0.5
110109116021,0.5
110109116829,0.5
110109118562,0.5
110109118869,0.5
110109133067,0.5
110109135862,0.5
110109216125,0.5
110109216222,0.5
110109216623,0.5
110109218560,0.5
110109218564,0.5
110109218764,0.5
110109218862,0.5
110109218864,0.5
110109233762,0.5
110109233868,0.5
110109235866,0.5
110109273426,0.5
110109273624,0.5
110109273929,0.5
110109310125,0.5
110109312620,0.5
110109316120,0.5
110109316523,0.5
110109335862,0.5
110109373320,0.5
110109373728,0.5
110109418160,0.5
110109418163,0.5
110109433760,0.5
110109435467,0.5
110109516021,0.5
110109516928,0.5
110109518562,0.5
110109518664,0.5
110109535266,0.5
110109573221,0.5
110109612026,0.5
110109612725,0.5
110109612920,0.5
110109616529,0.5
110109618060,0.5
110109635368,0.5
110109635566,0.5
110109712320,0.5
110109712521,0.5
110109712625,0.5
110109712723,0.5
110109716125,0.5
110109718167,0.5
110109718363,0.5
110109771223,0.5
110109773226,0.5
110109773727,0.5
110109773920,0.5
110109810320,0.5
110109814368,0.5
110109815327,0.5
110109816026,0.5
110109818068,0.5
110109818864,0.5
110109835066,0.5
110109835463,0.5
110109871225,0.5
110109871521,0.5
110109910128,0.5
110109910324,0.5
110109916720,0.5
110109916827,0.5
110109916929,0.5
110109933764,0.5
110109935563,0.5
110109973020,0.5
110109973122,0.5
110109973421,0.5
110109973520,0.5
110120010464,0.5
110120011260,0.5
110120012763,0.5
110120012967,0.5
110120014167,0.5
110120014368,0.5
110120014561,0.5
110120016364,0.5
110120017161,0.5
110120019167,0.5
110120019567,0.5
110120019662,0.5
110120035068,0.5
110120035666,0.5
110120035968,0.5
110120135260,0.5
110120135262,0.5
110120135969,0.5
110120212560,0.5
110120212960,0.5
110120216463,0.5
110120219161,0.5
110120235269,0.5
110120235569,0.5
110120318261,0.5
110120335869,0.5
110120435262,0.5
110120435767,0.5
110120435964,0.5
110120435966,0.5
110120514166,0.5
110120518163,0.5
110120518269,0.5
110120535561,0.5
110120610260,0.5
110120614560,0.5
110120614865,0.5
110120618362,0.5
110120618768,0.5
110120633764,0.5
110120635066,0.5
110120714961,0.5
110120718066,0.5
110120718562,0.5
110120733060,0.5
110120735468,0.5
110120818465,0.5
110120818562,0.5
110120835560,0.5
110120914966,0.5
110120918667,0.5
110120935266,0.5
110120935763,0.5
110120935964,0.5
110121035762,0.5
110121173623,0.5
110121233863,0.5
110121233865,0.5
110121273127,0.5
110121373922,0.5
110121435463,0.5
110121435467,0.5
110121435865,0.5
110121473623,0.5
110121533066,0.5
110121533761,0.5
110121573627,0.5
110121633760,0.5
110121671522,0.5
110121673724,0.5
110121773427,0.5
110121833868,0.5
110121871520,0.5
110121873728,0.5
110121971528,0.5
110122018168,0.5
110122035062,0.5
110122035068,0.5
110122035565,0.5
110122135160,0.5
110122135469,0.5
110122135862,0.5
110122171522,0.5
110122171526,0.5
110122173429,0.5
110122235265,0.5
110122316823,0.5
110122373128,0.5
110122373828,0.5
110122435768,0.5
110122435866,0.5
110122435967,0.5
110122518269,0.5
110122533864,0.5
110122535163,0.5
110122535463,0.5
110122535768,0.5
110122573823,0.5
110122718061,0.5
110122733069,0.5
110122733860,0.5
110122735260,0.5
110122735968,0.5
110122773621,0.5
110122773829,0.5
110122816322,0.5
110122833061,0.5
110122835469,0.5
110122918166,0.5
110122935666,0.5
110122973224,0.5
110123171525,0.5
110123173023,0.5
110123173726,0.5
110123335060,0.5
110123373420,0.5
110123435969,0.5
110123535962,0.5
110123535967,0.5
110123571220,0.5
110123633762,0.5
110123633861,0.5
110123635969,0.5
110123671029,0.5
110123673728,0.5
110123673928,0.5
110123773724,0.5
110123833760,0.5
110123833867,0.5
110123873327,0.5
110123873427,0.5
110123873528,0.5
110123933763,0.5
110123935268,0.5
110124071228,0.5
110124173820,0.5
110124233769,0.5
110124235368,0.5
110124273628,0.5
110124371229,0.5
110124373522,0.5
110124473222,0.5
110124473223,0.5
110124473322,0.5
110124473425,0.5
110124735261,0.5
110124871022,0.5
110124871229,0.5
110124873229,0.5
110124873423,0.5
110124973928,0.5
110125135063,0.5
110125135668,0.5
110125173721,0.5
110125173927,0.5
110125233767,0.5
110125235561,0.5
110125235864,0.5
110125271525,0.5
110125273024,0.5
110125335665,0.5
110125371521,0.5
110125371523,0.5
110125535766,0.5
110125635869,0.5
110125673326,0.5
110125733864,0.5
110125735368,0.5
110125773220,0.5
110125773526,0.5
110125935664,0.5
110125971029,0.5
110125971221,0.5
110126135661,0.5
110126135666,0.5
110126135768,0.5
110126135966,0.5
110126333065,0.5
110126335668,0.5
110126435465,0.5
110126518266,0.5
110126535168,0.5
110126635060,0.5
110126735261,0.5
110126735467,0.5
110126735960,0.5
110126935469,0.5
110127035465,0.5
110127333865,0.5
110127635964,0.5
110128133062,0.5
110128333064,0.5
110128633760,0.5
110128733865,0.5
110128833067,0.5
110128833860,0.5
110128835564,0.5
110128933865,0.5
110128933868,0.5
110129035169,0.5
110129035963,0.5
110129071522,0.5
110129073026,0.5
110129073420,0.5
110129116428,0.5
110129235364,0.5
110129273627,0.5
110129333768,0.5
110129335167,0.5
110129433868,0.5
110129471025,0.5
110129533863,0.5
110129571224,0.5
110129571523,0.5
110129573223,0.5
110129573525,0.5
110129573728,0.5
110129673120,0.5
110129716125,0.5
110129833068,0.5
110129835465,0.5
110129933865,0.5
110129973224,0.5
110140073825,0.5
110140173724,0.5
110140371220,0.5
110140371223,0.5
110140373224,0.5
110140373724,0.5
110140473023,0.5
110140473723,0.5
110140516325,0.5
110140516623,0.5
110140573021,0.5
110140673221,0.5
110140673528,0.5
110140673927,0.5
110140773527,0.5
110140773822,0.5
110140871028,0.5
110140871528,0.5
110140873024,0.5
110140873220,0.5
110140873624,0.5
110140916325,0.5
110140971022,0.5
110141016422,0.5
110141073320,0.5
110141171024,0.5
110141216827,0.5
110141573427,0.5
110141873121,0.5
110141971521,0.5
110141971529,0.5
110142171020,0.5
110142173324,0.5
110142271226,0.5
110142273828,0.5
110142373026,0.5
110142373929,0.5
110142471226,0.5
110142773127,0.5
110142773422,0.5
110142873824,0.5
110142973325,0.5
110143371522,0.5
110143373422,0.5
110143471525,0.5
110143871529,0.5
110144071522,0.5
110144173823,0.5
110144271225,0.5
110144373425,0.5
110144671524,0.5
110144773329,0.5
110144773726,0.5
110144973728,0.5
110145073325,0.5
110145073725,0.5
110145173323,0.5
110145273623,0.5
110145371225,0.5
110145471022,0.5
110145473821,0.5
110145473926,0.5
110145873821,0.5
110145973823,0.5
110146071220,0.5
110146073728,0.5
110146073926,0.5
110146173220,0.5
110146273520,0.5
110146273721,0.5
110146373425,0.5
110146471229,0.5
110146473722,0.5
110146673927,0.5
110146771228,0.5
110146773325,0.5
110146873122,0.5
110146873428,0.5
110146873723,0.5
110146971022,0.5
110146973428,0.5
110147010225,0.5
110147010626,0.5
110147012628,0.5
110147014321,0.5
110147014323,0.5
110147016029,0.5
110147016321,0.5
110147016425,0.5
110147016725,0.5
110147016728,0.5
110147017920,0.5
110147018123,0.5
110147018125,0.5
110147018929,0.5
110147019126,0.5
110147019427,0.5
110147071023,0.5
110147073323,0.5
110147073723,0.5
110147112427,0.5
110147112721,0.5
110147116928,0.5
110147173221,0.5
110147173528,0.5
110147173724,0.5
110147173728,0.5
110147210329,0.5
110147212322,0.5
110147212326,0.5
110147212828,0.5
110147214024,0.5
110147214122,0.5
110147214225,0.5
110147214628,0.5
110147214724,0.5
110147214929,0.5
110147215626,0.5
110147216421,0.5
110147216524,0.5
110147216828,0.5
110147216928,0.5
110147217024,0.5
110147273026,0.5
110147273823,0.5
110147316627,0.5
110147371526,0.5
110147373125,0.5
110147373224,0.5
110147373420,0.5
110147373520,0.5
110147373527,0.5
110147373825,0.5
110147373927,0.5
110147412024,0.5
110147412521,0.5
110147416320,0.5
110147416322,0.5
110147512124,0.5
110147573221,0.5
110147573626,0.5
110147573820,0.5
110147610123,0.5
110147612223,0.5
110147612320,0.5
110147612722,0.5
110147616129,0.5
110147616622,0.5
110147671529,0.5
110147673129,0.5
110147673822,0.5
110147712121,0.5
110147712820,0.5
110147712824,0.5
110147716023,0.5
110147773027,0.5
110147773122,0.5
110147773427,0.5
110147773625,0.5
110147816324,0.5
110147816521,0.5
110147816729,0.5
110147816827,0.5
110147873929,0.5
110147912821,0.5
110147916322,0.5
110147916526,0.5
110147973627,0.5
110148073626,0.5
110148173822,0.5
110148271221,0.5
110148271526,0.5
110148273121,0.5
110148373827,0.5
110148571524,0.5
110148673426,0.5
110148773521,0.5
110148773622,0.5
110148873729,0.5
110148973427,0.5
110148973523,0.5
110149071528,0.5
110149073824,0.5
110149073924,0.5
110149173122,0.5
110149173423,0.5
110149271526,0.5
110149273725,0.5
110149371528,0.5
110149371529,0.5
110149373322,0.5
110149873325,0.5
110160035961,0.5
110160035969,0.5
110160135264,0.5
110160135669,0.5
110160435367,0.5
110160635367,0.5
110160833765,0.5
110160835165,0.5
110160835967,0.5
110162035167,0.5
110162135566,0.5
110162135968,0.5
110162435165,0.5
110162435262,0.5
110162535260,0.5
110162635164,0.5
110162833062,0.5
110164118361,0.5
110164133863,0.5
110164133866,0.5
110164135660,0.5
110164135861,0.5
110164433764,0.5
110164435362,0.5
110164535164,0.5
110164535860,0.5
110164735160,0.5
110164735560,0.5
110164735767,0.5
110164835069,0.5
110164835964,0.5
110164935064,0.5
110165135266,0.5
110165135962,0.5
110165333763,0.5
110165435462,0.5
110165535267,0.5
110165933862,0.5
110165933866,0.5
110165935162,0.5
110166135261,0.5
110166135560,0.5
110166333867,0.5
110166335260,0.5
110166433765,0.5
110166435368,0.5
110166733869,0.5
110166735262,0.5
110166833060,0.5
110166933067,0.5
110166935169,0.5
110167135765,0.5
110167235365,0.5
110167333769,0.5
110167335561,0.5
110167418266,0.5
110167635168,0.5
110167635467,0.5
110167735665,0.5
110167833860,0.5
110167935560,0.5
110167935962,0.5
110168033763,0.5
110168033860,0.5
110168035467,0.5
110168118263,0.5
110168135166,0.5
110168135464,0.5
110168235865,0.5
110168318662,0.5
110168335361,0.5
110168535360,0.5
110168635162,0.5
110168818562,0.5
110168833868,0.5
110168835162,0.5
110168835664,0.5
110169135666,0.5
110169235569,0.5
110169333769,0.5
110169435065,0.5
110169435464,0.5
110169435764,0.5
110169733069,0.5
110169735663,0.5
110169835361,0.5
110169935165,0.5
110169935566,0.5
110171018469,0.5
110171233060,0.5
110171335967,0.5
110171433063,0.5
110171533863,0.5
110171535068,0.5
110171735266,0.5
110171835869,0.5
110171918064,0.5
110173033062,0.5
110173035268,0.5
110173135162,0.5
110173135262,0.5
110173235460,0.5
110173235666,0.5
110173235668,0.5
110173335562,0.5
110173535366,0.5
110173733764,0.5
110173835761,0.5
110173933866,0.5
110174035062,0.5
110174035266,0.5
110174035665,0.5
110174133767,0.5
110174135867,0.5
110174235863,0.5
110174435069,0.5
110174435466,0.5
110174633862,0.5
110174733869,0.5
110174835162,0.5
110174933067,0.5
110177035068,0.5
110177035561,0.5
110177035762,0.5
110177235162,0.5
110177235960,0.5
110177335864,0.5
110177718164,0.5
110177733066,0.5
110177735568,0.5
110177735864,0.5
110177933067,0.5
110177935864,0.5
110178033760,0.5
110178035067,0.5
110178135465,0.5
110178235465,0.5
110178335169,0.5
110178533761,0.5
110178535368,0.5
110178633868,0.5
110178733861,0.5
110178833066,0.5
110178835260,0.5
110179035468,0.5
110179035569,0.5
110179535061,0.5
110179535561,0.5
110180071029,0.5
110180271021,0.5
110180271222,0.5
110180773421,0.5
110180973126,0.5
110180973727,0.5
110183073227,0.5
110183073827,0.5
110183171522,0.5
110183173127,0.5
110183173927,0.5
110183373124,0.5
110183473620,0.5
110183616128,0.5
110183671526,0.5
110183673128,0.5
110183871022,0.5
110183873122,0.5
110183873527,0.5
110183971027,0.5
110184173323,0.5
110184471028,0.5
110184471227,0.5
110184473825,0.5
110184573421,0.5
110184773226,0.5
110184773420,0.5
110184773624,0.5
110184773920,0.5
110184871226,0.5
110184873020,0.5
110185173227,0.5
110185173627,0.5
110185273428,0.5
110185273621,0.5
110185273728,0.5
110185373622,0.5
110185471227,0.5
110185471525,0.5
110185473727,0.5
110185673520,0.5
110185673721,0.5
110185771027,0.5
110185773827,0.5
110185773925,0.5
110185971525,0.5
110185973220,0.5
110185973324,0.5
110185973823,0.5
110186073626,0.5
110186173720,0.5
110186271223,0.5
110186273328,0.5
110186371525,0.5
110186671525,0.5
110186771029,0.5
110186771522,0.5
110186773729,0.5
110186773821,0.5
110186773823,0.5
110186773924,0.5
110186973826,0.5
110187071525,0.5
110187173428,0.5
110187271029,0.5
110187371020,0.5
110187473328,0.5
110187473923,0.5
110187571023,0.5
110187571526,0.5
110187573629,0.5
110187573927,0.5
110187673122,0.5
110187673726,0.5
110187771223,0.5
110187771524,0.5
110187773125,0.5
110187871022,0.5
110187871528,0.5
110187873826,0.5
110188171227,0.5
110188173128,0.5
110188173425,0.5
110188273327,0.5
110188371022,0.5
110188473427,0.5
110188673725,0.5
110188871223,0.5
110188873725,0.5
110188973125,0.5
110188973320,0.5
110189073022,0.5
110189073128,0.5
110189073424,0.5
110189073826,0.5
110189173925,0.5
110189373721,0.5
110189373921,0.5
110189516123,0.5
110189573427,0.5
110189573729,0.5
110189673324,0.5
110189816427,0.5
110189871027,0.5
110189873225,0.5
110189916324,0.5
110189916720,0.5
110189971527,0.5
110189973625,0.5
110189973823,0.5
110300371522,0.5
110300573425,0.5
110300573524,0.5
110300573629,0.5
110300773829,0.5
110300871021,0.5
110300973728,0.5
110301073123,0.5
110301073126,0.5
110301112127,0.5
110301112225,0.5
110301112526,0.5
110301112624,0.5
110301112626,0.5
110301112829,0.5
110301112923,0.5
110301116224,0.5
110301116421,0.5
110301116620,0.5
110301116627,0.5
110301116727,0.5
110301173022,0.5
110301173029,0.5
110301173225,0.5
110301173327,0.5
110301173523,0.5
110301173525,0.5
110301173527,0.5
110301271227,0.5
110301273320,0.5
110301273327,0.5
110301371022,0.5
110301373423,0.5
110301673327,0.5
110301771521,0.5
110301816624,0.5
110301873120,0.5
110301973029,0.5
110301973721,0.5
110302071222,0.5
110302073426,0.5
110302371024,0.5
110302473625,0.5
110302671227,0.5
110302873420,0.5
110303173728,0.5
110303273120,0.5
110303373925,0.5
